payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/02/2025,985554.49,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,for allowable expenses on the award,"NIH approves the payment for UAI171443AC6 in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",SCRIPPS RESEARCH INSTITUTE,
04/30/2025,977094.51,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040559931 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BRIGHAM & WOMEN`S HOSPITAL,
04/29/2025,943912.41,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"For NIH Award U24OD023382, payment is for allowable personnel and/or research-related costs detailed in the agency-approved budget for this particular award.","NIH approves the payments for 4040558618 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",JOHNS HOPKINS UNIVERSITY,
05/09/2025,935871.65,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,April and May 2025 expenses,"NIH approves the payments for 4040575729 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","VERSAPEUTICS, INC.",
04/25/2025,921032.35,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for expenses related to the scope of work on award PAI165077ACV,"NIH approves the payments for 4040554509 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,
04/25/2025,919921.14,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Funds will be used for outside services per the approved budget,"NIH approves the payments for 4040554307 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CASE WESTERN RESERVE UNIVERSITY,
05/07/2025,917866.5,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Georgia Tech: 1000 Salaries and Wages $36923.47 ;Georgia Tech: 2000 Fringe Benefits $3813.36 ;Georgia Tech: 2500 Tuition Remission $15960 ;Georgia Tech: 3000 Domestic Travel $0 ;Georgia Tech: 4000 Materials and Supplies $136750.66 ;Georgia Tech: 5000 Subcontracts $403675.23 ;Georgia Tech: 7000 Equipment $23158.82 ;Georgia Tech: 8500 Other Direct Cost $123157.75 ; ;Georgia Tech: 9000 Sponsored Indirect $174427.21 ;Grand Total $917866.5,"NIH approves the payment for AAX000006A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",GEORGIA TECH RESEARCH CORPORATION,
04/29/2025,914427,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Per award notice:Milestone FEAST App and LOT development  framework,"NIH approves the payment for AAX000026A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",DNA HIVE LLC,
04/25/2025,908594.23,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of payroll and budgeted expenses for project titled &quot;Adult Changes in Thought (ACT) Research Program.&quot;,"NIH approves the payments for 4040554503 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",KAISER FOUNDATION RESEARCH INSTITUTE,
04/25/2025,899712.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for reasonable and necessary expenditures to further the aims of the award,"NIH approves the payments for 4040553254 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CEDARS-SINAI MEDICAL CENTER,
04/29/2025,872572.39,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Allowable expenditures for subaccount number 8916P 04/01/2025 to 04/27/2025,"NIH approves the payments for 4040558067 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF TEXAS, MEDICAL BRANCH AT GALVESTON",
05/08/2025,868744.64,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency on 2U2COD023375-08","NIH approves the payments for 4040573237 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Duke University,
05/02/2025,862179.55,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses of conducting work funded by the agency.,"NIH approves the payments for 4040565033 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OREGON HEALTH & SCIENCE UNIVERSITY,
05/01/2025,850109.37,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,jan 2025_subaward invoice_ucsd,"NIH approves the payment for   RAG076634A          in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","WINIFRED MASTERSON BURKE MEDICAL RESCH INSTITUTE, INC",
04/29/2025,832407.1,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Allowable costs incurred for the funded project,"NIH approves the payments for 4040558652 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF CHICAGO,
05/06/2025,816125.37,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Allowable direct and indirect project costs in accordance with 2 CFR 200, award T&amp;C, and entity policy &amp; procedure.","NIH approves the payment for RAI181701A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TEXAS BIOMEDICAL RESEARCH INSTITUTE,
05/09/2025,815507.53,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"This payment will be used to reimburse the grant recipient for allowable and allocable expenditures, per the approved detailed budget for subaccount UAG054349B.","NIH approves the payments for 4040576305 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF CALIFORNIA, IRVINE",
04/28/2025,813625.51,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses of conducting work funded by the agency.,"NIH approves the payments for 4040555428 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OREGON HEALTH & SCIENCE UNIVERSITY,
05/09/2025,792247.37,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for expenses incurred for DHHS awards related to allowable and approved expenditure activity that has been incurred,"NIH approves the payments for 4040576367 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,
05/09/2025,788449.83,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"This payment will be used to reimburse the grant recipient for allowable and allocable expenditures, per the approved detailed budget for subaccount UAI181968A.","NIH approves the payments for 4040576305 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF CALIFORNIA, IRVINE",
05/08/2025,776148.68,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"NCI AWARD, THE EARLY DETECTION RESEARCH NETWORK: DATA MANAGEMENT AND COORDINATING CENTER, APRIL AND MAY  2025 REIMBURSMENT OF ALLOWABLE TOTAL PROJECT COSTS BUDGETED AND APPROVED BY THE FUNDING AGENCY ON AN AWARD 5 U24 CA086368-24","NIH approves the payment for      UCA086368F       in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",FRED HUTCHINSON CANCER CENTER,
