piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75N91022F00001,Department of Health and Human Services,"CTIS, INC.",109076265,CANCER THERAPY EVALUATION PROGRAM INFORMATICS & COMPUTER SUPPORT,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91022F00001&modNumber=P00006&idvAgencyID=&idvPIID=HHSN316201200124W&contractType=AWARD,8/13/2025,12586371
75N91023F00002,Department of Health and Human Services,DELOITTE CONSULTING LLP,68696838.12,"Systems Engineering, Cloud Platform management and support",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00002&modNumber=P00014&idvAgencyID=&idvPIID=75N91023A00003&contractType=AWARD,3/24/2025,12264240.38
75FCMC24F0120,Department of Health and Human Services,BLN LLC,14971521,CENTER FOR MEDICARE AND MEDICAID SERVICES (CMS) SPANISH LANGUAGE MULTI-MEDIA AND EDUCATION CAMPAIGN FOR MEDICARE OPEN ENROLLMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0120&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D0071&contractType=AWARD,9/9/2025,11979171
75F40124F19046,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,14672586.36,PQCMC,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19046&modNumber=P00002&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,11873673.95
75D30121F12833,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,76429940.92,"CUSTOM COMPUTER PROGRAMMING SERVICES: ENTERPRISE LABORATORY INFORMATION MANAGEMENT SYSTEM IMPLEMENTATION, MODERNIZATION, AND ADMINISTRATION",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121F12833&modNumber=P00010&idvAgencyID=&idvPIID=GS35F386DA&contractType=AWARD,9/4/2025,11851606.62
75D30121F12860,Department of Health and Human Services,MCKING CONSULTING CORPORATION,20518257.2,TECHNICAL AND SCIENTIFIC SERVICES TO IMPROVE MICRONUTRIENT NUTRITION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121F12860&modNumber=P00016&idvAgencyID=&idvPIID=47QRAA20D003W&contractType=AWARD,3/10/2025,11392400.4
75N90024F00001,Department of Health and Human Services,GUIDEHOUSE INC.,11383788.22,"Assessment and requirements completion for CYBERSECURITY REVIEWS NIST SP 800-53 Rev.5 Zero Trust Security Requirements. ssessment to migrate the Critical Electronin Health Record (EHR) system to NIST SP 800-53 Rev.5, as well as complete the CISA Higa Value Asset assesment for the EHR.",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N90024F00001&modNumber=P00002&idvAgencyID=&idvPIID=HHSN316201200040W&contractType=AWARD,3/24/2025,11383788.22
75FCMC24F0155,Department of Health and Human Services,AVAR CONSULTING INC,13962675,"The Beneficiary and Family Centered Care (BFCC) Audit and Interrater Reliability (AIRR) review contractor will conduct audits in specific BFCC-Quality Improvement Organization (BFCC-QIO) service areas to determine if the (BFCC-QIOs operations, programs or projects are functioning effectively and efficiently. These audits will include a review of a designated number of cases claims per contracted service area. The audits will use Inter-rater reliability reviews of Beneficiary Appeals and Short Stay claims to assess the validity and accuracy of the BFCC-QIOs reviews. The AIRR contractor will also systematically screen medical records for adverse patient safety events that occurred in hospitals and other settings using a standardized process and review each medical record that is positive for an adverse patient safety event to determine “the completeness, adequacy and quality of the care provided.”""",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0155&modNumber=P00002&idvAgencyID=&idvPIID=GS10F096CA&contractType=AWARD,2/24/2025,11170140
75D30123C16626,Department of Health and Human Services,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",13776107.61,The contractor provides management of data collection for a multi-site study in HIV-specialty outpatient clinics.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16626&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/13/2025,11002985.15
75FCMC23F0014,Department of Health and Human Services,"INTEGRIGUARD, LLC",53373935.41,AUTOMATED HEALTH COVERAGE VERIFICATION OF CRITICAL DATA SUPPLIED BY CONSUMERS DURING INTERACTIONS WITH CENTERS FOR MEDICARE & MEDICAID SERVICES ON VARIOUS EXCHANGE PROGRAMS,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0014&modNumber=P00009&idvAgencyID=&idvPIID=GS00F277CA&contractType=AWARD,7/16/2025,10934748.34
75D30123F15777,Department of Health and Human Services,PERATON INC.,22613920.55,"CENTER FOR GLOBAL HEALTH (CGH) GLOBAL PUBLIC HEALTH DATA INITIATIVE (GPHDI), COORDINATION AND TECHNICAL ENGAGEMENT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F15777&modNumber=P00008&idvAgencyID=&idvPIID=GS00Q14OADU117&contractType=AWARD,9/16/2025,10807998.26
75FCMC23C0013,Department of Health and Human Services,"CGS ADMINISTRATORS, LLC",225084498,GOVERNMENT HEALTH INSURANCE PROGRAMS: JURISDICTION B DURABLE MEDICAL EQUIPMENT MEDICARE ADMINISTRATIVE CONTRACTOR,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23C0013&modNumber=P00021&idvAgencyID=&idvPIID=&contractType=AWARD,8/27/2025,10770383
75FCMC23F0001,Department of Health and Human Services,Booz Allen Hamilton Inc,22227574,Burden Reduction & Impact Analysis (BRIA),EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0001&modNumber=P00003&idvAgencyID=&idvPIID=75FCMC19D0084&contractType=AWARD,3/24/2025,10338307.79
75N95024F00102,Department of Health and Human Services,BANYAN COMMUNICATIONS INCORPORATED,27095559.2,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE (NINDS) OFFICE OF NEUROSCIENCE COMMUNICATIONS AND ENGAGEMENT (ONCE) COMMUNICATIONS AND INFORMATION RESOURCE SUPPORT,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00102&modNumber=P00004&idvAgencyID=&idvPIID=GS23F0127R&contractType=AWARD,10/1/2025,10315961.1
75N93020C00054,Department of Health and Human Services,"LELAND STANFORD JUNIOR UNIVERSITY, THE",48865083,APPLIED RESEARCH: DEVELOP SMALL SYNTHETIC CHEMICAL MOLECULES AS BROADLY ACTIVE ANTIVIRAL FOR THE TREATMENT OF VIRAL INFECTIONS,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93020C00054&modNumber=P00012&idvAgencyID=&idvPIID=&contractType=AWARD,8/13/2025,10277576
75FCMC22F0003,Department of Health and Human Services,SPARKSOFT CORPORATION,39995807,CUSTOM COMPUTER PROGRAMMING SERVICES: INNOVATION CENTER INDEPENDENT TESTING SERVICE,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0003&modNumber=P00005&idvAgencyID=&idvPIID=GS35F161CA&contractType=AWARD,7/25/2025,10193668
75D30122C14874,Department of Health and Human Services,"KATMAI RESOURCE MANAGEMENT, LLC",24970188.18,OSH PROFESSIONAL/TECHNICAL SUPPORT SERVICES (PTSS),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14874&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,4/16/2025,10009256.46
75FCMC21F0029,Department of Health and Human Services,"TANTUS TECHNOLOGIES, INC.",103428644.72,"COMPUTER SYSTEMS DESIGN SERVICES: PORTFOLIO, PROGRAM, AND PROJECT MANAGEMENT SERVICES TO SUPPORT THE HEALTHCARE QUALITY INFORMATION SYSTEM APPLICATIONS, ENTERPRISE SYSTEM SERVICES, AND BUSINESS LINES",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC21F0029&modNumber=P00018&idvAgencyID=&idvPIID=HHSN316201200098W&contractType=AWARD,8/28/2025,9813669.98
75N91023F00004,Department of Health and Human Services,"SAPIENT GOVERNMENT SERVICES, INC.",21474975,CONTENT CREATION SUPPORT AND COMMUNICATIONS SERVICES TO ADVANCE THE MISSION OF THE NCI AND TO DISSEMINATE THE LATEST EVIDENCE-BASED CANCER INFORMATION TO DIVERSE AUDIENCES AND STAKEHOLDERS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00004&modNumber=P00003&idvAgencyID=&idvPIID=75N91021A00001&contractType=AWARD,2/18/2025,9493461.55
75P00123F37026,Department of Health and Human Services,"RAND CORPORATION, THE",14836965,THE PURPOSE OF THIS CONTRACT IS FOR POLICY ANALYSIS AND TECHNICAL ASSISTANCE FOR EMERGING ISSUES IN HEALTH AND HUMAN SERVICES POLICY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123F37026&modNumber=P00003&idvAgencyID=&idvPIID=HHSP233201500038I&contractType=AWARD,2/18/2025,9418085
75FCMC24F0167,Department of Health and Human Services,L & M POLICY RESEARCH LLC,13803124,MINORITY HEALTH ANALYTICAL AND INITIATIVE SUPPORT CONTRACT ON BUILDING THE CASE FOR HEALTH EQUITY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0167&modNumber=P00005&idvAgencyID=&idvPIID=47QRAA20D0072&contractType=AWARD,5/16/2025,9314406
75FCMC23F0035,Department of Health and Human Services,VENTERA CORPORATION,128050704.63,"QUALITYNET ENTERPRISE SHARED SERVICES PLATFORM, INFRASTRUCTURE, AND SOFTWARE FOR SECURE ACCESS, MANAGEMENT AND OPTIMIZATION OF DATA AND INFORMATION",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0035&modNumber=P00008&idvAgencyID=&idvPIID=47QTCA21D006H&contractType=AWARD,7/25/2025,9293961.52
75N96020C00001,Department of Health and Human Services,"INTEGRATED LABORATORY SYSTEMS, LLC",13440570.41,GENETIC TOXICOLOGY SUPPORT FOR THE NATIONAL TOXICOLOGY PROGRAM (NTP) AND THE NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES (NIEHS),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N96020C00001&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,9/18/2025,9283455.33
75N91021F00010,Department of Health and Human Services,"LEIDOS BIOMEDICAL RESEARCH, INC.",24414113,THIS TASK ORDER IS FOR THE PROTEOMIC CHARACTERIZATION LABORATORY.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91021F00010&modNumber=P00007&idvAgencyID=&idvPIID=75N91019D00024&contractType=AWARD,4/25/2025,9026491
75D30122F15397,Department of Health and Human Services,DELOITTE CONSULTING LLP,36481346.44,NCIPC MISSION THROUGH PUBLIC HEALTH COMMUNICATIONS - NCIPC MISSION THROUGH PUBLIC HEALTH COMMUNICATIONS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15397&modNumber=P00014&idvAgencyID=&idvPIID=GS00Q14OADU113&contractType=AWARD,3/13/2025,8700000
75N91018F00059,Department of Health and Human Services,"LEIDOS BIOMEDICAL RESEARCH, INC.",73343960.25,EBOLA VIRUS AND OTHER INFECTIOUS DISEASES STUDY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91018F00059&modNumber=P00019&idvAgencyID=&idvPIID=HHSN261201500003I&contractType=AWARD,4/29/2025,8532380
75FCMC22F0001,Department of Health and Human Services,SPARKSOFT CORPORATION,78390299.72,COMPUTER SYSTEMS DESIGN SERVICES: ENTERPRISE PORTAL,CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0001&modNumber=P00009&idvAgencyID=&idvPIID=HHSM500201700047I&contractType=AWARD,8/7/2025,8471661.9
75FCMC23F0046,Department of Health and Human Services,USMAX CORPORATION,35296774,EDUCATION & OUTREACH,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0046&modNumber=P00005&idvAgencyID=&idvPIID=47QRAD20D1002&contractType=AWARD,10/1/2025,8172396.78
75ACF124F80020,Department of Health and Human Services,"JAMES BELL ASSOCIATES, INC.",9899816.44,"SUPPORT A COHORT OF STATE AND TRIBAL CHILD WELFARE COURT ORGANIZATIONS AS THEY PUT INTO PRACTICE THE WORK OF A VAST WORKING GROUP OF LEGAL, CHILD WELFARE AND LIVED EXPERIENCE EXPERTS THAT DEVELOPED A SYSTE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF124F80020&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D0008&contractType=AWARD,4/15/2025,7999868.06
75FCMC24F0147,Department of Health and Human Services,RAINMAKERS STRATEGIC SOLUTIONS LLC,10030006,"The BFCC-SC shall administer surveys, collect customer service experience using surveys that target stakeholders engaged with the BFCC-QIOs or any other CMS quality improvement contractors. The BFCC-SC services are national in scope and cover contracted areas throughout the United States including territories. The BFCC-SC shall serve as a source of information for identifying gaps and achievements based on survey of satisfaction surveys to achieve CMS’ aims. The SC will serve as a driver of the CCSQ iQIIG strategic vision and goals assisting in the creation of widespread quality improvement in the QIO program supporting over 50 million Medicare beneficiaries. The BFCC-SC shall collaborate with BFCC-QIOs, advise CMS on opportunities for improving the program, and identify best practices for possible dissemination amongst the QIOs. Additionally, the BFCC-SC will contribute to the knowledgebase of QIO programs any best practices of what works well regarding providing direct assistance to Medicare beneficiaries.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0147&modNumber=P00003&idvAgencyID=&idvPIID=GS10F053BA&contractType=AWARD,2/24/2025,7972999
75D30124C19186,Department of Health and Human Services,"GOLDBELT PROFESSIONAL SERVICES, LLC",10812433.34,GLOBAL PREPAREDNESS AND RESPONSE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19186&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/25/2025,7909440.32
75ACF124F80006,Department of Health and Human Services,"RESOLVESOFT, INC.",11578104.36,UNACCOMPANIED CHILDREN (UC) PORTAL APPLICATION MANAGEMENT AND SUPPORT.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF124F80006&modNumber=P00001&idvAgencyID=&idvPIID=47QTCA20D00D7&contractType=AWARD,4/23/2025,7799431.56
75FCMC25FJ013,Department of Health and Human Services,"SKYWARD DYNAMICS INFORMATION TECHNOLOGY, LLC",144485015,"OPERATE AND MAINTAIN THE CHRONIC CONDITIONS WAREHOUSE AND VIRTUAL RESEARCH DATA CENTER, RESEARCH DATA DEVELOPMENT GROUP, OFFICE OF ENTERPRISE DATA AND ANALYTICS",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC25FJ013&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA24D009Z&contractType=AWARD,7/23/2025,7757284
75D30122F15394,Department of Health and Human Services,"GOVSMART, INC.",23251664.66,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE): ENTERPRISE QUALITY MANAGEMENT SYSTEM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15394&modNumber=P00005&idvAgencyID=&idvPIID=HHSN316201500027W&contractType=AWARD,9/19/2025,7696461.35
75N97024C00006,Department of Health and Human Services,"CHARLES RIVER LABORATORIES, INC.",8676847,VETERINARY SERVICES: OPERATION AND MAINTENANCE OF THE ALAMOGORDO PRIMATE FACILITY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N97024C00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,7/31/2025,7676847
75F40124F19003,Department of Health and Human Services,ACCENTURE FEDERAL SERVICES LLC,12644112.9,CDER PMO AND INFORMATICS GOVERNANCE MODERNIZATION PROJECT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19003&modNumber=P00002&idvAgencyID=&idvPIID=75F40122A00002&contractType=AWARD,4/18/2025,7633399.34
75N93024C00021,Department of Health and Human Services,INSTITUT DE FORMULATION DES VACCINS (CH) SA,9189961,VACCINE ADJUVANT DISCOVERY PROGRAM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024C00021&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/18/2025,7626185
75D30124C20297,Department of Health and Human Services,SENECA FEDERAL HEALTH LLC,8768386.93,HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C20297&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/29/2025,7417074.13
75FCMC22F0017,Department of Health and Human Services,"EXECUTIVE INFORMATION SYSTEMS, LLC",101423707.56,SAS ENTERPRISE LICENSE AGREEMENT (ELA),"ADDITIONAL WORK (NEW AGREEMENT, JUSTIFICATION REQUIRED)",https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0017&modNumber=P00012&idvAgencyID=&idvPIID=47QTCA18D0081&contractType=AWARD,9/29/2025,7347956.31
75N98022C00001,Department of Health and Human Services,"EMMES COMPANY, LLC, THE",32654757,"DEVELOPMENT, STATISTICAL DESIGN, MONITORING AND COORDINATION OF VISION CLINICAL TRIALS AND EPIDEMIOLOGY RESEARCH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98022C00001&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,5/5/2025,7177725
75F40124F80238,Department of Health and Human Services,VERGYS LLC,9704714.39,"COMPUTER SYSTEMS DESIGN SERVICES: GOVERNANCE, INVESTMENT MANAGEMENT, BUDGET MANAGEMENT, AND ACQUISITION SUPPORT FOR THE OFFICE OF BUSINESS INFORMATICS, OFFICE OF STRATEGIC PROGRAMS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80238&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA20D007Y&contractType=AWARD,8/11/2025,7164638.85
75FCMC22F0062,Department of Health and Human Services,SAMTEK INC.,37223931.21,"CLOUD ONBOARDING, MIGRATION, ENGINEERING AND TRAINING, HOSTING OPERATIONS AND END-USER SUPPORT",CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0062&modNumber=P00014&idvAgencyID=&idvPIID=47QTCA21D00C5&contractType=AWARD,7/23/2025,6951241.16
75N95023F00048,Department of Health and Human Services,DELOITTE CONSULTING LLP,16514713.26,BUDGET AND FINANCIAL SYSTEMS SUPPORT SERVICES,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023F00048&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,3/24/2025,6893610
75FCMC21F0002,Department of Health and Human Services,ACCENTURE FEDERAL SERVICES LLC,804957547.61,COMPUTER SYSTEMS DESIGN SERVICES: FEDERALLY FACILITATED EXCHANGE (FFE),FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC21F0002&modNumber=P00013&idvAgencyID=&idvPIID=HHSM500201600003I&contractType=AWARD,10/2/2025,6885831.28
75N93024F00001,Department of Health and Human Services,IDT BIOLOGIKA GMBH,9317000,ADMINISTRATIVE ASST,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N93018D00011&contractType=AWARD,4/25/2025,6694000
75D30123C15956,Department of Health and Human Services,"CHENEGA SERVICES & FEDERAL SOLUTIONS, LLC",10085298.82,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C15956&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,4/29/2025,6552807.12
75D30124F00002,Department of Health and Human Services,UNIVERSITY OF ALABAMA AT BIRMINGHAM,7764064.96,SEXUALLY TRANSMITTED INFECTIONS (STI) IMPACT RESEARCH CONSORTIUM SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00002&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D15974&contractType=AWARD,5/20/2025,6533169
75D30124C19958,Department of Health and Human Services,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,12878732,ESSENCE SOFTWARE SYSTEM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19958&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/29/2025,6521737
75D30123C18312,Department of Health and Human Services,SUMMOME NATIVE VENTURES LLC,10520167.73,GHS RESOURCE MANAGEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C18312&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,3/10/2025,6517666.15
