billing_npi,provider_name,city,zip,provider_type,total_paid,total_claims,total_beneficiaries,cost_per_claim,cost_per_beneficiary,claims_per_beneficiary,months_active,unique_hcpcs_codes
1023376217,,,,,20848.3,77,60,270.76,347.47,1.3,4,2
1831196757,,,,,20829.36,602,232,34.6,89.78,2.6,17,3
1780155200,,,,,20815.81,3226,2472,6.45,8.42,1.3,25,18
1316960297,,,,,20657.22,815,798,25.35,25.89,1.0,31,5
1790732303,,,,,20642.03,565,543,36.53,38.01,1.0,3,15
1215322623,MARINA AKERMAN,HALLANDALE BEACH,33009,NPI-1,20511.09,995,991,20.61,20.7,1.0,26,4
1639521859,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES-TX PLLC,COLLEYVILLE,76034,NPI-2,20421.85,984,939,20.75,21.75,1.0,41,3
1437510724,,,,,20326.39,187,179,108.7,113.56,1.0,10,3
1205961547,,,,,20285.13,794,322,25.55,63.0,2.5,15,2
1588920870,"COASTAL DIALYSIS CENTER, LLC",JUPITER,33458,NPI-2,20144.57,210,12,95.93,1678.71,17.5,1,1
1285390450,,,,,20024.43,1169,193,17.13,103.75,6.1,14,3
1801803903,,,,,19811.54,471,412,42.06,48.09,1.1,10,5
1922072081,,,,,19739.18,957,747,20.63,26.42,1.3,10,5
1154814390,,,,,19724.7,285,282,69.21,69.95,1.0,10,3
1558759571,,,,,19724.63,848,771,23.26,25.58,1.1,17,13
1457326761,"CENTER FOR BONE & JOINT SURGERY OF THE PALM BEACHES, P.A.",WELLINGTON,33414,NPI-2,19716.51,850,697,23.2,28.29,1.2,27,3
1245650720,,,,,19715.97,1112,719,17.73,27.42,1.5,35,4
1679226534,,,,,19601.22,323,323,60.68,60.68,1.0,5,3
1720514946,,,,,19516.57,209,129,93.38,151.29,1.6,7,2
1689862674,CHRISTIAN THOMAS,MIRAMAR,33027,NPI-1,19511.3,2850,2768,6.85,7.05,1.0,19,13
1912091695,JOSE CASTANEDA,BOYNTON BEACH,33435,NPI-1,19501.71,410,285,47.57,68.43,1.4,14,1
1427270982,PALM BEACH PRIMARY CARE ASSOCIATES INC,WELLINGTON,33449,NPI-2,19456.86,7373,5804,2.64,3.35,1.3,62,12
1457464976,BRUCE J HOLTZMAN D P M P C,MIAMI,33144,NPI-2,19412.58,12033,8253,1.61,2.35,1.5,79,13
1518476795,,,,,19299.24,391,171,49.36,112.86,2.3,4,3
1609159995,"URGENT CARE OF THE PALM BEACHES, PA",NORTH PALM BEACH,33408,NPI-2,19216.33,800,601,24.02,31.97,1.3,14,7
1467069831,JANELLE FLEMMING,ROYAL PALM BEACH,33411,NPI-1,19181.01,143,132,134.13,145.31,1.1,9,1
1295029379,"V&G PERSONAL HEALTH CARE GROUP, INC",LOXAHATCHEE,33470,NPI-2,19176.79,610,441,31.44,43.48,1.4,23,3
1831272004,"AVANTE AT BOCA RATON, INC.",BOCA RATON,33486,NPI-2,19069.9,2152,121,8.86,157.6,17.8,8,4
1659464758,,,,,19035.99,208,206,91.52,92.41,1.0,6,2
1073558508,,,,,19030.8,333,269,57.15,70.75,1.2,10,3
1770667289,,,,,19008.19,451,415,42.15,45.8,1.1,14,7
1932111929,MICHELLE BURGHART,NORTH PALM BEACH,33408,NPI-1,18903.43,1377,996,13.73,18.98,1.4,13,6
1396327755,CONVIVA MEDICAL CENTER MANAGEMENT LLC,DELRAY BEACH,33484,NPI-2,18880.87,12405,10252,1.52,1.84,1.2,29,17
1972140523,,,,,18864.0,270,67,69.87,281.55,4.0,1,1
1053645465,,,,,18751.54,308,288,60.88,65.11,1.1,17,3
1467727693,,,,,18716.98,827,315,22.63,59.42,2.6,18,4
1679578322,,,,,18562.83,283,140,65.59,132.59,2.0,6,1
1689977365,,,,,18463.51,142,130,130.02,142.03,1.1,6,2
1205413648,ARVON AMISIAL,BOCA RATON,33428,NPI-1,18360.0,764,336,24.03,54.64,2.3,14,2
1588697296,,,,,18347.7,664,434,27.63,42.28,1.5,12,7
1023482205,,,,,18327.96,200,180,91.64,101.82,1.1,3,6
1962452128,ALBERT COHEN MD PA,DELRAY BEACH,33484,NPI-2,18283.64,645,557,28.35,32.83,1.2,30,3
1578814570,,,,,18152.79,264,214,68.76,84.83,1.2,14,2
1871763292,"PLEASANT RETIREMENT HOME,INC",LANTANA,33462,NPI-2,18150.0,12,12,1512.5,1512.5,1.0,1,1
1811569577,"FWC PERINATAL, LLC",WELLINGTON,33414,NPI-2,18143.69,335,310,54.16,58.53,1.1,10,6
1780358374,OB HOSPITALIST GROUP LLC,LOXAHATCHEE,33470,NPI-2,18130.31,454,376,39.93,48.22,1.2,12,4
1649838590,,,,,18077.77,496,474,36.45,38.14,1.0,3,4
1851876395,,,,,17835.09,420,144,42.46,123.85,2.9,7,2
1578025979,NABIL ABAZAID,NEW YORK,10016,NPI-1,17829.95,414,411,43.07,43.38,1.0,17,2
1386948222,,,,,17820.29,1598,464,11.15,38.41,3.4,11,12
1750588133,,,,,17802.0,322,131,55.29,135.89,2.5,2,5
1710696612,,,,,17747.02,1842,1762,9.63,10.07,1.0,14,9
1013562024,,,,,17718.01,2317,922,7.65,19.22,2.5,23,5
1649291949,MELANIE ALLEN,BOYNTON BEACH,33436,NPI-1,17667.22,1316,1022,13.42,17.29,1.3,16,11
1669103875,AWC BEHAVIORAL HEALTH LLC,BOCA RATON,33432,NPI-2,17640.3,107,28,164.86,630.01,3.8,2,1
1174551147,,,,,17512.79,125,124,140.1,141.23,1.0,8,1
1306877121,,,,,17499.36,110,108,159.09,162.03,1.0,6,1
1770960742,,,,,17454.7,1339,271,13.04,64.41,4.9,14,3
1467865444,EFRAIN AGUILAR MURILLO,BOCA RATON,33486,NPI-1,17438.73,1910,1636,9.13,10.66,1.2,33,12
1659080620,,,,,17299.34,552,416,31.34,41.58,1.3,11,6
1881479491,VALENTINA ALFANO,BOCA RATON,33486,NPI-1,17172.61,472,172,36.38,99.84,2.7,9,1
1013498419,,,,,17136.86,1026,983,16.7,17.43,1.0,19,7
1003326414,,,,,17106.9,157,49,108.96,349.12,3.2,4,1
1972372597,CASTANEDA THERAPY INC,PALM SPRINGS,33461,NPI-2,17091.2,452,88,37.81,194.22,5.1,5,1
1053354233,,,,,17047.06,36,36,473.53,473.53,1.0,3,2
1114432341,,,,,17033.15,799,620,21.32,27.47,1.3,13,6
1609318617,,,,,17015.38,6237,1821,2.73,9.34,3.4,46,11
1265720569,,,,,16974.72,231,110,73.48,154.32,2.1,8,1
1003161993,ANASTASIA BARRON,BOCA RATON,33486,NPI-1,16799.48,781,776,21.51,21.65,1.0,18,2
1043681968,,,,,16797.39,3361,2666,5.0,6.3,1.3,30,16
1376039115,CAMILO MOYNELO COLL,PALM SPRINGS,33461,NPI-1,16794.04,1191,1025,14.1,16.38,1.2,6,12
1033518485,SHANA CAPRA,DELRAY BEACH,33446,NPI-1,16713.09,1865,1832,8.96,9.12,1.0,22,7
1932189438,WILLIAM MARTIN,PALM SPRINGS,33461,NPI-1,16677.05,820,809,20.34,20.61,1.0,17,11
1639747298,,,,,16638.62,38407,26745,0.43,0.62,1.4,43,51
1891740916,,,,,16636.49,919,819,18.1,20.31,1.1,27,11
1841513058,,,,,16566.26,997,975,16.62,16.99,1.0,11,10
1740736149,,,,,16555.2,672,229,24.64,72.29,2.9,8,1
1609012632,,,,,16522.45,1321,1272,12.51,12.99,1.0,5,14
1457396541,,,,,16497.59,53,52,311.28,317.26,1.0,3,1
1356515464,,,,,16398.32,184,180,89.12,91.1,1.0,6,1
1255504858,EYE Q INC,GREENACRES,33463,NPI-2,16375.51,870,767,18.82,21.35,1.1,13,8
1902893225,,,,,16365.72,2753,1981,5.94,8.26,1.4,20,16
1447813316,,,,,16354.17,219,209,74.68,78.25,1.0,7,3
1336533041,,,,,16343.63,481,439,33.98,37.23,1.1,7,2
1215989611,,,,,16299.49,229,216,71.18,75.46,1.1,4,5
1255332110,,,,,16274.2,632,550,25.75,29.59,1.1,25,7
1275882615,STEPHANIE BORTON,WELLINGTON,33414,NPI-1,16271.44,408,80,39.88,203.39,5.1,6,1
1942487186,,,,,16268.01,2765,2422,5.88,6.72,1.1,15,10
1730701749,,,,,16255.5,1881,1707,8.64,9.52,1.1,13,10
1710296181,"APP-PBP, LLC",WEST PALM BEACH,33407,NPI-2,16228.61,3451,2999,4.7,5.41,1.2,27,11
1144622754,,,,,16227.93,560,138,28.98,117.59,4.1,8,1
1376758904,,,,,16142.3,6168,2408,2.62,6.7,2.6,28,9
1912987983,,,,,16128.6,754,436,21.39,36.99,1.7,13,5
1609338094,TATIANA PIZZUTI,NORTH PALM BEACH,33408,NPI-1,16087.9,434,194,37.07,82.93,2.2,5,1
1053952143,ALEXA BARTOSIEWICZ,WEST PALM BEACH,33409,NPI-1,16035.56,312,135,51.4,118.78,2.3,10,1
1821048380,,,,,16017.11,1011,883,15.84,18.14,1.1,35,6
1366433195,,,,,15986.18,202,175,79.14,91.35,1.2,8,1
1578505228,,,,,15940.27,1562,1341,10.21,11.89,1.2,39,9
1649917899,KIMBERLY CARACCI,PALM BEACH GARDENS,33410,NPI-1,15793.1,1034,874,15.27,18.07,1.2,13,6
1508825720,,,,,15731.53,879,549,17.9,28.65,1.6,9,15
1952320061,,,,,15726.97,347,223,45.32,70.52,1.6,12,3
1508431040,,,,,15714.31,1695,1451,9.27,10.83,1.2,5,19
1457437030,,,,,15708.43,4370,2079,3.59,7.56,2.1,27,6
1518249317,WILKENS MONDESIR,GREENACRES,33463,NPI-1,15671.27,234,211,66.97,74.27,1.1,14,3
1326251224,"TERRACE COMMUNITIES TEQUESTA, LLC",TEQUESTA,33469,NPI-2,15625.0,12,12,1302.08,1302.08,1.0,1,1
1831699677,,,,,15601.95,61,40,255.77,390.05,1.5,3,2
1639665219,,,,,15572.89,925,336,16.84,46.35,2.8,23,2
1417999285,SARGINE BRUTUS,PADUCAH,42003,NPI-1,15571.01,655,642,23.77,24.25,1.0,30,4
1801493911,,,,,15563.97,172,166,90.49,93.76,1.0,10,6
1568563187,,,,,15490.15,3160,2502,4.9,6.19,1.3,32,18
1104875095,,,,,15420.6,1273,1198,12.11,12.87,1.1,8,10
1639219389,,,,,15387.5,317,120,48.54,128.23,2.6,9,1
1467516518,FREDDY AVNI MD PA,WELLINGTON,33414,NPI-2,15374.42,401,375,38.34,41.0,1.1,16,2
1336696640,GENEVE HEALTHCARE CORP,WELLINGTON,33414,NPI-2,15355.08,6605,1011,2.32,15.19,6.5,30,2
1295829109,,,,,15322.55,79,79,193.96,193.96,1.0,5,1
1295721090,,,,,15314.37,163,155,93.95,98.8,1.1,5,4
1164476545,,,,,15291.5,236,60,64.79,254.86,3.9,4,1
1114954682,,,,,15231.06,1028,138,14.82,110.37,7.4,7,5
1063637692,HOWARD M BUSCH DO PA,LOXAHATCHEE,33470,NPI-2,15121.54,258,248,58.61,60.97,1.0,13,1
1619543238,FLORIDA WOMAN CARE LLC,WELLINGTON,33414,NPI-2,15101.37,255,146,59.22,103.43,1.7,10,1
1104084672,,,,,15082.33,442,400,34.12,37.71,1.1,16,2
1902278906,,,,,15063.52,543,341,27.74,44.17,1.6,5,4
1629307095,,,,,14979.37,284,145,52.74,103.31,2.0,6,2
1043881089,"HOUSING PARTNERSHIP, INC.",RIVIERA BEACH,33404,NPI-2,14938.51,319,64,46.83,233.41,5.0,5,1
1477080976,,,,,14922.69,197,36,75.75,414.52,5.5,3,2
1457927402,CONVIVA MEDICAL CENTER MANAGEMENT LLC,LOXAHATCHEE,33470,NPI-2,14881.67,13307,12297,1.12,1.21,1.1,24,36
1841977428,"FWC PERINATAL, LLC",WELLINGTON,33414,NPI-2,14853.96,329,297,45.15,50.01,1.1,10,3
1881807113,SHERIDAN HEALTHCORP INC,LOXAHATCHEE,33470,NPI-2,14794.85,198,185,74.72,79.97,1.1,13,2
1871572032,,,,,14683.65,268,214,54.79,68.62,1.3,9,4
1417021114,,,,,14558.72,4425,1923,3.29,7.57,2.3,9,4
1669756532,,,,,14519.94,1466,1299,9.9,11.18,1.1,15,9
1013386143,,,,,14451.82,847,741,17.06,19.5,1.1,14,1
1043206212,,,,,14450.43,436,326,33.14,44.33,1.3,20,4
1619355351,,,,,14335.52,640,412,22.4,34.79,1.6,14,4
1982647368,ACTS RETIREMENT-LIFE COMMUNITIES INC,BOCA RATON,33433,NPI-2,14246.47,475,27,29.99,527.65,17.6,2,1
1114334422,,,,,14214.95,438,348,32.45,40.85,1.3,11,4
1528642642,,,,,14080.79,42,42,335.26,335.26,1.0,3,1
1699759183,,,,,14076.82,2013,1472,6.99,9.56,1.4,32,6
1740853761,"KIDS IN-CARE, INC",GREENACRES,33467,NPI-2,14068.76,251,39,56.05,360.74,6.4,2,2
1073816393,"ALL METRO HOME CARE SERVICES OF FLORIDA, INC.",WEST PALM BEACH,33409,NPI-2,14027.08,338,24,41.5,584.46,14.1,2,2
1730956350,BIOGALAX LLC,BOCA RATON,33487,NPI-2,13998.05,4184,1061,3.35,13.19,3.9,5,16
1588298285,,,,,13893.15,569,460,24.42,30.2,1.2,29,2
1821679549,,,,,13891.5,1878,1037,7.4,13.4,1.8,6,12
1003803032,,,,,13880.25,506,425,27.43,32.66,1.2,23,5
1730883455,,,,,13738.12,403,372,34.09,36.93,1.1,13,4
1649324278,,,,,13729.36,4543,3873,3.02,3.54,1.2,35,25
1831365253,ALTERCARE OF PALM BEACH COUNTY LLC,PORT ST LUCIE,34986,NPI-2,13706.25,40,40,342.66,342.66,1.0,3,1
1922009232,BOYNTON BEACH ENDOCRINOLOGY PA,BOYNTON BEACH,33437,NPI-2,13705.18,758,225,18.08,60.91,3.4,14,4
1033417589,,,,,13701.69,162,142,84.58,96.49,1.1,2,2
1891473815,ALLURE DENTAL WPB PLLC,WEST PALM BEACH,33406,NPI-2,13695.31,1201,1177,11.4,11.64,1.0,12,5
1639454242,,,,,13677.81,183,142,74.74,96.32,1.3,6,3
1417921933,,,,,13657.39,149,40,91.66,341.43,3.7,3,3
1538631080,"DENTISTRY FOR CHILDREN OF FLORIDA, PLLC",PALM BEACH GARDENS,33410,NPI-2,13652.45,1285,1152,10.62,11.85,1.1,7,11
1326267568,,,,,13645.73,302,228,45.18,59.85,1.3,10,3
1871936336,,,,,13634.3,1695,1557,8.04,8.76,1.1,15,15
1851496152,,,,,13543.81,64,62,211.62,218.45,1.0,1,3
1831668698,NAMYATA PATEL,ROYAL PALM BEACH,33411,NPI-1,13520.0,260,90,52.0,150.22,2.9,7,1
1285676957,,,,,13505.12,774,226,17.45,59.76,3.4,14,4
1568039501,,,,,13439.09,257,254,52.29,52.91,1.0,4,6
1972501401,BRADLEY BRADFORD,DELRAY BEACH,33483,NPI-1,13392.38,228,214,58.74,62.58,1.1,3,7
1528443637,,,,,13350.57,1174,1145,11.37,11.66,1.0,13,11
1154507432,,,,,13144.96,196,50,67.07,262.9,3.9,4,1
1962048629,"ELITE MEDICAL SUPPLY, LLC",LANTANA,33462,NPI-2,13144.67,1072,929,12.26,14.15,1.2,28,3
1245372978,MARY PENGELLEY,RIVIERA BEACH,33404,NPI-1,13124.02,266,106,49.34,123.81,2.5,8,1
1164957593,,,,,13009.23,151,151,86.15,86.15,1.0,5,1
1477975613,,,,,13004.72,196,196,66.35,66.35,1.0,11,2
1053027276,,,,,12939.58,318,263,40.69,49.2,1.2,13,1
1316142037,,,,,12885.02,881,858,14.63,15.02,1.0,5,12
1649738766,,,,,12857.55,1864,1835,6.9,7.01,1.0,11,12
1467026054,CONVIVA MEDICAL CENTER MANAGEMENT LLC,BELLE GLADE,33430,NPI-2,12827.59,5384,4665,2.38,2.75,1.2,27,16
1144698549,,,,,12794.42,70,68,182.78,188.15,1.0,2,3
1255301354,,,,,12773.37,3317,2471,3.85,5.17,1.3,36,7
1659382414,BEATRICE DESHOMMES,GREENACRES,33463,NPI-1,12738.28,726,712,17.55,17.89,1.0,18,2
1306576277,,,,,12707.53,319,195,39.84,65.17,1.6,6,3
1831592187,,,,,12670.12,241,234,52.57,54.15,1.0,5,4
1730420274,MARIEM BANOUB,GREENACRES,33463,NPI-1,12531.34,1000,309,12.53,40.55,3.2,13,2
1851519318,KENNETH ADAMS,BOYNTON BEACH,33437,NPI-1,12520.2,114,113,109.83,110.8,1.0,6,3
1144849613,,,,,12493.51,183,123,68.27,101.57,1.5,6,1
1669585287,MELISSA BRODSKY,PALM BEACH GARDENS,33410,NPI-1,12459.34,390,98,31.95,127.14,4.0,7,1
1205553369,,,,,12455.34,553,212,22.52,58.75,2.6,8,2
1427209352,"MECNB, LLC",PALM SPRINGS,33461,NPI-2,12385.16,746,602,16.6,20.57,1.2,14,7
1659372803,TIMOTHY BELL,WEST PALM BEACH,33417,NPI-1,12306.28,146,140,84.29,87.9,1.0,7,3
1437289451,,,,,12303.87,1846,1467,6.67,8.39,1.3,32,4
1992785513,MY DOCTOR PA,BELLE GLADE,33430,NPI-2,12241.69,1381,1102,8.86,11.11,1.3,37,5
1417211426,,,,,12234.52,65,63,188.22,194.2,1.0,3,2
1932164795,,,,,12230.68,304,295,40.23,41.46,1.0,15,1
1043275787,,,,,12211.2,93,82,131.3,148.92,1.1,6,1
1386009140,"BEST BUDDIES INTERNATIONAL, INC.",MIAMI,33131,NPI-2,12203.31,69,63,176.86,193.7,1.1,5,1
1164072815,,,,,12200.0,244,82,50.0,148.78,3.0,6,1
1104490507,CONVIVA MEDICAL CENTER MANAGEMENT LLC,PALM BEACH GARDENS,33410,NPI-2,12160.7,2865,2486,4.24,4.89,1.2,22,11
1568440287,,,,,12133.68,577,422,21.03,28.75,1.4,10,3
1891237244,,,,,12030.0,269,85,44.72,141.53,3.2,6,1
1144333873,ADVANCED KIDNEY CARE MD PA,JUPITER,33458,NPI-2,11878.87,690,373,17.22,31.85,1.8,23,3
1235722893,WINGS OF AN ANGEL INC,LOXAHATCHEE,33470,NPI-2,11866.0,27,26,439.48,456.38,1.0,1,2
1093717464,,,,,11808.42,496,436,23.81,27.08,1.1,19,8
1750956108,,,,,11804.55,1409,1279,8.38,9.23,1.1,9,10
1164723961,,,,,11727.02,155,155,75.66,75.66,1.0,6,5
1750655106,,,,,11721.53,329,228,35.63,51.41,1.4,10,2
1821196635,CAROL BERCAW,WEST PALM BEACH,33409,NPI-1,11692.25,741,252,15.78,46.4,2.9,16,1
1679004592,,,,,11506.22,416,193,27.66,59.62,2.2,8,3
1952411233,,,,,11456.78,262,148,43.73,77.41,1.8,9,1
1528616901,,,,,11411.66,287,134,39.76,85.16,2.1,8,4
1639506470,,,,,11368.29,297,264,38.28,43.06,1.1,5,4
1902427149,,,,,11315.15,204,143,55.47,79.13,1.4,6,2
1598728776,,,,,11282.1,276,257,40.88,43.9,1.1,6,2
1427548304,,,,,11234.89,2590,911,4.34,12.33,2.8,26,4
1316979834,,,,,11180.24,187,180,59.79,62.11,1.0,7,3
1235417049,"BETTER SPEECH OF PALM BEACH, P.A.",RIVIERA BEACH,33407,NPI-2,11144.64,201,48,55.45,232.18,4.2,4,1
1841552676,RAMIR ARCEGA,LAS VEGAS,89128,NPI-1,11114.16,185,183,60.08,60.73,1.0,4,2
1952733438,"EPIC REFERENCE LABS, INC.",RIVIERA BEACH,33404,NPI-2,11096.42,913,623,12.15,17.81,1.5,3,12
1336857036,PARAMOUNT BEHAVIOR INC,GREENACRES,33463,NPI-2,11061.09,69,29,160.31,381.42,2.4,2,1
1871695163,,,,,10930.73,783,78,13.96,140.14,10.0,6,1
1245440056,,,,,10918.58,254,140,42.99,77.99,1.8,7,2
1669599981,,,,,10851.14,190,182,57.11,59.62,1.0,7,3
1790952570,,,,,10843.3,284,274,38.18,39.57,1.0,16,2
1801869250,,,,,10834.27,34,34,318.66,318.66,1.0,2,1
1316406143,"ATRINITY POINT HEALTH CENTER, LLC",PALM SPRINGS,33406,NPI-2,10798.93,1001,773,10.79,13.97,1.3,25,14
1770988370,,,,,10733.98,59,59,181.93,181.93,1.0,3,1
1235150244,,,,,10583.03,1031,352,10.26,30.07,2.9,10,3
1053740118,4445 GOLDEN LLC,LAKE WORTH,33463,NPI-2,10574.47,2022,225,5.23,47.0,9.0,8,5
1649896127,,,,,10568.85,120,110,88.07,96.08,1.1,5,2
1588092050,"HELIX VIRTUAL, INC",PALM SPRINGS,33461,NPI-2,10568.52,546,502,19.36,21.05,1.1,9,4
1285912600,,,,,10553.21,373,320,28.29,32.98,1.2,10,6
1023751088,,,,,10465.96,6778,5522,1.54,1.9,1.2,2,38
1568535946,BETTINA FIESSINGER,TEQUESTA,33469,NPI-1,10424.88,182,88,57.28,118.46,2.1,6,2
1215576525,,,,,10404.17,120,54,86.7,192.67,2.2,3,2
1063580140,,,,,10402.22,1292,1211,8.05,8.59,1.1,26,11
1295738607,VICTOR CABEZUDO,LOXAHATCHEE,33470,NPI-1,10361.12,544,343,19.05,30.21,1.6,23,3
1912273657,STEPHEN CASTRO,LAS VEGAS,89128,NPI-1,10353.71,378,323,27.39,32.05,1.2,7,5
1700105392,PRITI MEHLA,WEST PALM BEACH,33401,NPI-1,10331.57,511,502,20.22,20.58,1.0,30,2
1225023179,,,,,10321.84,664,658,15.54,15.69,1.0,18,7
1508526187,,,,,10282.73,1300,404,7.91,25.45,3.2,9,4
1609827823,,,,,10144.85,450,196,22.54,51.76,2.3,10,4
1538107875,,,,,10090.3,1287,1173,7.84,8.6,1.1,40,8
1336165935,,,,,10049.38,1174,959,8.56,10.48,1.2,29,4
1134102080,,,,,10034.54,343,209,29.26,48.01,1.6,4,5
1144651373,,,,,10025.78,2151,1196,4.66,8.38,1.8,14,2
1649603465,,,,,9928.76,1474,438,6.74,22.67,3.4,12,4
1346602703,MELISSA GEARY,PROVIDENCE,02903,NPI-1,9922.71,86,84,115.38,118.13,1.0,2,3
1043303894,"DOCTORS OUTPATIENT SURGERY CENTER OF JUPITER, LLC",PALM BEACH GARDENS,33410,NPI-2,9919.6,231,167,42.94,59.4,1.4,8,3
1639177561,,,,,9871.22,333,257,29.64,38.41,1.3,6,5
1477623700,,,,,9729.84,332,315,29.31,30.89,1.1,20,1
1740906668,,,,,9717.44,390,72,24.92,134.96,5.4,5,1
1093025702,,,,,9595.6,177,85,54.21,112.89,2.1,1,1
1124167986,BILGA ATTAR MD PA,BOCA RATON,33432,NPI-2,9595.34,3740,2134,2.57,4.5,1.8,50,4
1336293000,,,,,9585.79,100,99,95.86,96.83,1.0,7,1
1578119194,,,,,9566.84,3003,1147,3.19,8.34,2.6,26,2
1548447535,,,,,9555.76,545,442,17.53,21.62,1.2,18,4
1538109962,,,,,9523.45,255,216,37.35,44.09,1.2,3,4
1609449362,,,,,9518.03,1751,1389,5.44,6.85,1.3,15,16
1518230036,,,,,9514.88,834,206,11.41,46.19,4.0,11,2
1215075338,DEBRA COOPER,PALM BEACH GARDENS,33403,NPI-1,9460.0,248,89,38.15,106.29,2.8,6,1
1346217452,,,,,9456.9,79,79,119.71,119.71,1.0,4,1
1447452958,IDALMIS RAMOS-ABELENDA,PALM SPRINGS,33461,NPI-1,9411.75,453,445,20.78,21.15,1.0,3,8
1821356650,WHITNEY BANKS,LAS VEGAS,89128,NPI-1,9337.98,114,111,81.91,84.13,1.0,3,3
1396166252,,,,,9329.66,5350,5010,1.74,1.86,1.1,47,19
1073818183,,,,,9151.42,1637,1035,5.59,8.84,1.6,19,8
1285613638,,,,,9088.91,333,254,27.29,35.78,1.3,6,1
1780003863,"FLEX MEDICAL CENTERS, LLC",WEST PALM BEACH,33401,NPI-2,9067.26,753,297,12.04,30.53,2.5,8,4
1225379787,ACUTE MEDICAL CARE HOSPITALIST LLC,WELLINGTON,33449,NPI-2,9034.86,1044,572,8.65,15.8,1.8,24,5
1265107213,ALEXIA CLARK,DAVIE,33328,NPI-1,9007.92,866,703,10.4,12.81,1.2,9,7
1053739110,,,,,8945.14,532,321,16.81,27.87,1.7,15,3
1639187180,,,,,8915.98,100,87,89.16,102.48,1.1,5,2
1831798719,,,,,8862.31,303,244,29.25,36.32,1.2,3,9
1982237988,,,,,8843.86,762,596,11.61,14.84,1.3,30,9
1295044022,THOMAS CINQUE,FORT PIERCE,34950,NPI-1,8680.0,132,82,65.76,105.85,1.6,5,2
1447577572,,,,,8628.38,178,74,48.47,116.6,2.4,4,2
1598700940,,,,,8589.82,204,174,42.11,49.37,1.2,9,3
1982044657,DIANA RAMIREZ,PALM SPRINGS,33461,NPI-1,8529.53,233,203,36.61,42.02,1.1,2,8
1972175800,,,,,8512.78,189,183,45.04,46.52,1.0,9,7
1023308327,YEFIM CAVALIER,BOCA RATON,33428,NPI-1,8508.65,26,26,327.26,327.26,1.0,2,2
1215569553,,,,,8504.69,28,24,303.74,354.36,1.2,1,1
1194843276,,,,,8487.64,43,39,197.39,217.63,1.1,3,1
1306843867,"PALM BEACH OUTPATIENT SURGICAL CENTER, LLC",PALM SPRINGS,33461,NPI-2,8484.7,17,12,499.1,707.06,1.4,1,1
1649801390,,,,,8459.86,87,26,97.24,325.38,3.3,1,1
1447420815,,,,,8458.88,180,164,46.99,51.58,1.1,7,3
1992462956,,,,,8414.69,142,70,59.26,120.21,2.0,2,3
1194176644,,,,,8277.95,237,201,34.93,41.18,1.2,10,2
1750845491,,,,,8255.8,1746,1214,4.73,6.8,1.4,21,5
1013960657,,,,,8244.42,913,831,9.03,9.92,1.1,23,5
1871003871,KATIE ROUNDTREE,PALM BEACH,33480,NPI-1,8220.0,337,101,24.39,81.39,3.3,7,1
1154788560,,,,,8217.75,47,47,174.85,174.85,1.0,3,2
1508366550,,,,,8188.35,112,25,73.11,327.53,4.5,2,1
1639624430,VENNERY DE LA CRUZ,BELLE GLADE,33430,NPI-1,8150.59,563,177,14.48,46.05,3.2,12,1
1275102444,PEDIATRIX MEDICAL GROUP OF FLORIDA INC,PALM BEACH,33486,NPI-2,8136.83,177,146,45.97,55.73,1.2,9,1
1720374838,,,,,8101.92,680,673,11.91,12.04,1.0,3,8
1417620519,,,,,8077.2,82,24,98.5,336.55,3.4,2,1
1962081398,,,,,8041.05,43,42,187.0,191.45,1.0,3,1
1841753969,"ADVOCATE RADIATION ONCOLOGY, LLC",PORT CHARLOTTE,33952,NPI-2,7983.6,485,126,16.46,63.36,3.8,7,4
1093263717,,,,,7983.58,214,197,37.31,40.53,1.1,5,3
1952387706,CARLOS COWLEY,DELRAY BEACH,33445,NPI-1,7971.79,1720,1540,4.63,5.18,1.1,45,2
1144793233,YUDIT MOYA,BELLE GLADE,33430,NPI-1,7907.02,1041,859,7.6,9.2,1.2,17,6
1134384423,,,,,7849.55,402,205,19.53,38.29,2.0,11,5
1093710303,,,,,7845.24,125,54,62.76,145.28,2.3,4,1
1699811521,,,,,7802.4,294,113,26.54,69.05,2.6,8,1
1245700244,,,,,7757.6,6294,1207,1.23,6.43,5.2,36,4
1588971527,"BARON ENTERPRISES OF PALM BEACH, INC",LAKE WORTH,33467,NPI-2,7640.0,143,12,53.43,636.67,11.9,1,1
1831272111,"INGRAM AND ASSOCIATES COUNSELING AND CONSULTING, INC.",ROYAL PALM BEACH,33411,NPI-2,7628.33,315,130,24.22,58.68,2.4,5,2
1467401877,,,,,7589.04,579,431,13.11,17.61,1.3,13,3
1205499126,,,,,7576.49,130,114,58.28,66.46,1.1,6,2
1649296088,,,,,7576.46,165,135,45.92,56.12,1.2,7,1
1962412973,ALBAN B BACCHUS MD INC,LAKE WORTH,33461,NPI-2,7549.01,292,235,25.85,32.12,1.2,16,2
1508873183,,,,,7542.12,757,203,9.96,37.15,3.7,11,2
1427114099,,,,,7481.5,218,162,34.32,46.18,1.3,7,2
1396732541,,,,,7460.12,44,41,169.55,181.95,1.1,3,1
1114497005,,,,,7439.64,94,92,79.15,80.87,1.0,4,2
1730123472,,,,,7434.57,1631,1302,4.56,5.71,1.3,41,4
