date,agency,recipient,value,savings,link,description
3/23/2025,Department of Health and Human Services,TX ST DEPARTMENT OF HEALTH,129422009,36865961,,June 2023 Supplemental Funding Programs: HHS Bridge Access and Vaccine Confidence
3/24/2025,Department of Health and Human Services,AZ ST DEPARTMENT OF HEALTH SERVICES,150148030,36797642.29,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/24/2025,Department of Health and Human Services,NC ST DEPARTMENT OF HEALTH & HUMAN SERVICES,125519361,34121561.47,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,PHILADELPHIA DEPARTMENT OF PUBLIC HEALTH,91176162,33582698.64,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,OH ST DEPARTMENT OF ALCOHOL & DRUG ADDICTION SERVICES,52241251,32577014,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/24/2025,Department of Health and Human Services,HAWAII DEPARTMENT OF HEALTH,81495303,32446913.33,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,OK ST DEPARTMENT OF HEALTH,47553628,32420022,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,HOUSTON CITY HEALTH & HUMAN SERVICES DEPARTMENT,133550932,32344599,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,NJ ST DEPARTMENT OF HUMAN SERVICES,39121366,32171138,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,STATE OF OHIO - DEPARTMENT OF HEALTH,238389482,31787965,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,OK ST DEPARTMENT OF HEALTH,87763575,31617517,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,AL ST DEPARTMENT OF PUBLIC HEALTH,115136474,31152718,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,MS ST DEPARTMENT OF HEALTH,91086258,30942783,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/24/2025,Department of Health and Human Services,NJ ST DEPARTMENT OF HEALTH AND SENIOR SERVICES,106743356,30495317.07,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,34424493,30413456.05,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,"HEALTH, NORTH DAKOTA DEPARTMENT OF",43863056,30131232,,"Epidemiology and Laboratory Capacity for Infectious Diseases (ELC) - Building and Strengthening Epidemiology,Laboratory and Health Information Systems Capacity in State and Local Health Departments"
3/23/2025,Department of Health and Human Services,MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,31610431,30044431,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children Cooperative Agreement
3/24/2025,Department of Health and Human Services,California Dept of Public Health,178500000,29496604.86,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,"HEALTH, PENNSYLVANIA DEPARTMENT OF",57777206,29432562.66,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,NYS Office of Mental Health,80040583,29353412,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/24/2025,Department of Health and Human Services,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,188951581,28968713.96,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/24/2025,Department of Health and Human Services,"HEALTH, MARYLAND DEPARTMENT OF",68431990,28768099.16,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,STANFORD UNIVERSITY,69058677,28731213,,"DEVELOPMENT OF OUTPATIENT ANTIVIRAL COCKTAILS AGAINST SARS-COV-2 AND OTHER POTENTIAL PANDEMIC RNA VIRUSES. - ABSTRACT: THE OVERALL PLATFORM AND OBJECTIVE OF THE STANFORD AVIDD CENTER, â€œSYNERX,â€ IS TO DEVELOP OUTPATIENT ANTIVIRAL COCKTAILS AGAINST SARS-COV-2 AND OTHER POTENTIAL PANDEMIC RNA VIRUSES. THUS, THE GOAL OF EACH OF OUR 7 PROJECTS IS TO DEVELOP TOWARDS THE CLINIC A NOVEL DIRECT-ACTING ANTIVIRAL (DAA) WITH A DISTINCT MECHANISM OF ACTION, SO THAT THEY CAN BE USED ALONE AND IN COMBINATION WITH OTHER AGENTSâ€”PROVIDING ADDITIVE, AND IDEALLY SYNERGISTIC ANTIVIRAL ACTIVITY. TO MAXIMIZE THE ACHIEVEMENT OF THIS GOAL, WE SEEK TO CREATE 3 SCIENTIFIC CORES THAT WILL EACH PROVIDE CRITICAL EXPERTISE AND RESOURCES: THE STRUCTURAL BIOLOGY CORE TO OFFER CRITICAL INSIGHTS INTO OUR PROJECTSâ€™ ANTIVIRAL TARGETS AND MECHANISMS OF ACTION; THE PANDEMIC ASSISTANCE CORE TO ENSURE ADEQUATE ACCESS TO FACILITIES WITH THE REQUISITE BIOSAFETY AND CONTAINMENT TO SAFELY DEVELOP OUR PROJECTSâ€™ ANTIVIRALS AGAINST SARS-COV-2 AND OTHER POTENTIAL RNA PANDEMIC VIRUSES; AND THE TRANSLATION ACCELERATOR CORE, IN WHICH IS EMBEDDED THE INDUSTRY CONSULTANTS CONSORTIUM, (ICC) TO PROVIDE THE REQUISITE TRANSLATIONAL RESOURCES, INDUSTRY RIGOR AND EXPERTISE TO ADVANCE EACH PROJECT IN A MILESTONE AND GO/NO-GO DRIVEN FASHION. THE RANGE OF PLANNED ACTIVITIES SPANS THE TRANSLATIONAL SPECTRUM, FROM INNOVATIVE TARGET DISCOVERY AND LEAD IDENTIFICATION, TO LEAD OPTIMIZATION AND IND-ENABLING ACTIVITIES. OUR ANTIVIRAL MODALITIES INCLUDE SMALL MOLECULES, NUCLEIC ACIDS, AND PROTEIN THERAPEUTICS. OUR LEAD PROGRAMS HAVE DEMONSTRATED PROOF- OF-CONCEPT IN VIVO ANTIVIRAL EFFICACY, WITH THE POTENTIAL TO COMBAT CORONAVIRUSES, AS WELL AS OTHER RNA VIRUSES OF PANDEMIC POTENTIAL. THESE EFFORTS WILL INCLUDE: A) TARGETING HIGHLY CONSERVED RNA STRUCTURES IN VIRAL RNA GENOMES WITH LOCKED NUCLEIC ACID (LNA) ANTISENSE OLIGONUCLEOTIDE (ASO) AND SMALL MOLECULE THERAPEUTICS; B) IMPROVING FORMULATIONS AND DELIVERY METHODS FOR NUCLEIC ACID THERAPEUTICS, AND TARGETING VIRUS-DERIVED CIRCULAR RNAS; C) SELECTIVELY TARGETING VIRAL ENVELOPES ANTIVIRAL PEPTIDES AND PEPTOIDS; D) DEVELOPING SMALL MOLECULE LIGANDS OF ESSENTIAL VIRAL PROTEINS THAT INDUCE SELECTIVE DEGRADATION OF THEIR PROTEIN TARGETS; E) DEVELOPING POTENT AND SELECTIVE INHIBITORS OF ESSENTIAL PROTEASES OF SARS-COV-2 AND OTHER RNA VIRUSES; F) DEVELOPING SMALL MOLECULE INHIBITORS OF SARS-COV-2 EXONUCLEASE TO BOTH PROMOTE LETHAL MUTAGENESIS OF THE VIRAL GENOME AS WELL AS ENHANCE THE ANTIVIRAL EFFICACY OF RIBONUCLEOSIDE ANALOGS; G) DEVELOPING SMALL MOLECULE INHIBITORS OF SARS-COV-2 NSP4â€™S ROLE IN MEMBRANE-ASSOCIATED RNA REPLICATION. WE WILL ESTABLISH AN ADMINISTRATIVE CORE TO EFFECTIVELY MANAGE AND OPTIMALLY SUPPORT THE ABOVE, AND PROVIDE CRITICAL REGULATORY EXPERTISE. FINALLY, WE WILL LEVERAGE AVIDD FUNDING WITH INSTITUTIONAL SUPPORT, MATCHING PHILANTHROPY AND INDUSTRY PARTNERSHIPS, AND STRATEGIC RELATIONSHIPS TO MAXIMIZE PRECLINICAL DEVELOPMENT AND ENSURE SUCCESSFUL CLINICAL AND COMMERCIAL DEVELOPMENT OF SYNERXâ€™S MOST PROMISING LEAD MOLECULES. SUCCESSFUL ACCOMPLISHMENT OF OUR AIMS WILL YIELD EXCITING SYNERGISTIC OUTPATIENT ANTIVIRAL COCKTAILS FOR SARS-COV-2 AND OTHER RNA VIRUSES OF PANDEMIC POTENTIAL."
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,51058588,28104501,,Anti-semitism task force
3/23/2025,Department of Health and Human Services,MS ST DEPARTMENT OF HEALTH,48397359,27946020,,Mississippi COVID-19 Health Disparities Elimination Project (C19-HDEP)
3/24/2025,Department of Health and Human Services,"HEALTH, PENNSYLVANIA DEPARTMENT OF",117316834,27846355.1,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,"HEALTH, PENNSYLVANIA DEPARTMENT OF",27633000,27633000,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,39229067,27524026,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,"HEALTH, NORTH DAKOTA DEPARTMENT OF",52621819,26971461,,"Epidemiology and Laboratory Capacity for Infectious Diseases (ELC) - Building and Strengthening Epidemiology,Laboratory and Health Information Systems Capacity in State and Local Health Departments"
3/23/2025,Department of Health and Human Services,ARKANSAS DEPARTMENT OF HEALTH,78177470,26852250,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,NJ ST DEPARTMENT OF HUMAN SERVICES,38907646,26128676,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,Duke University,115543799,26084566,,CENTER FOR INNOVATIVE TRIALS IN CHILDREN AND ADULTS (TRIDENT)
3/23/2025,Department of Health and Human Services,SD ST DEPARTMENT OF HEALTH,30882667,25486440,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,41913705,25455189,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,OH ST DEPARTMENT OF MENTAL HEALTH,44517241,25348625,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/24/2025,Department of Health and Human Services,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",159509879,25280165.8,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,PA ST Department of Drug and Alcohol Programs,47841221,25209330,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/24/2025,Department of Health and Human Services,NY ST DEPT OF HEALTH,57256080,24538713.07,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",30580009,24201628.32,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,137077934,23819776.11,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/24/2025,Department of Health and Human Services,HAWAII DEPARTMENT OF HEALTH,50283598,23489864.66,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,"NC ST DEPT OF HUMAN RESOURCES, DIV OF MH/MR & SUBSTANCE",36420651,22788207,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,ARKANSAS DEPARTMENT OF HEALTH,40411710,22386319,,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/23/2025,Department of Health and Human Services,ID ST DEPT OF HEALTH & WELFARE,55830418,22283604,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC): BP4 (2022-2023)
3/23/2025,Department of Health and Human Services,SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH,67673902,22127008,,"AI-DRIVEN STRUCTURE-ENABLED ANTIVIRAL PLATFORM (ASAP) - PROJECT SUMMARY/ABSTRACT - OVERALL SARS-COV-2 CONTINUES TO CAUSE SEVERE MORBIDITY AND MORTALITY IN THE ONGOING PANDEMIC. FUTURE RNA VIRUS EPIDEMICS AND PANDEMICS ARE INEVITABLE. NEW CLINICAL-TRIAL-READY ANTIVIRALS ARE URGENTLY NEEDED RNA VIRUSES OF PANDEMIC POTENTIAL. COVID-19 HAS FURTHER UNDERSCORED THE NEED FOR EARLY, GLOBAL ACCESS TO CLINIC-READY COMPOUNDS. BEYOND CORONAVIRUSES; FLAVIVIRUSES AND PICORNAVIRUSES ALSO CAUSE FREQUENT AND ONGOING EPIDEMICS WORLDWIDE AND HAVE NO EFFECTIVE THERAPEUTICS. MAINTAINING A PORTFOLIO OF NOVEL, CLINIC-READY THERAPEUTICS ARE CRITICAL FOR OUR FUTURE PANDEMIC PREPAREDNESS. THE AI-DRIVEN STRUCTURE-ENABLED ANTIVIRAL PLATFORM (ASAP) AVIDD CENTER WILL DEVELOP NOVEL CHEMICAL ASSETS THAT HAVE ANTIVIRAL ACTIVITY AGAINST THREE TARGET VIRAL FAMILIES. ASAP WILL LEVERAGE STATE-OF-THE-ART STRUCTURE-ENABLED TECHNOLOGIES CAPABLE OF LEVERAGING RECENT ADVANCES IN AI/ML AND COMPUTATIONAL CHEMISTRY IN IDENTIFYING, ENABLING, AND PROSECUTING DISCOVERY CAMPAIGNS AGAINST NOVEL VIRAL TARGETS. ASAP IS BUILT ON PRINCIPLES OF OPEN SCIENCE AND RAPID DISSEMINATION (ENABLED BY A DEDICATED DATA INFRASTRUCTURE CORE). ASAP BUILDS ON THE SUCCESSFUL COVID MOONSHOT, AN OPEN SCIENCE COLLABORATION THAT RECENTLY SECURED $11 MILLION FROM THE WELLCOME TRUST VIA THE WHO ACCESS TO COVID TOOLS ACCELERATOR (ACT-A) TO FUND PRECLINICAL DEVELOPMENT OF A NOVEL ORAL NONCOVALENT SARS-COV-2 ANTIVIRAL ACTING AGAINST THE MAIN PROTEASE (MPRO). BEGINNING WITH A HIGH-THROUGHPUT X-RAY FRAGMENT SCREEN, THE DISCOVERY TEAM SPENT JUST 18 MONTHS AND $1M TO REACH THE PRECLINICAL PHASE. ASAP WILL MIRROR THIS RAPID, COST-EFFICIENT APPROACH: AUTOMATED STRUCTURAL BIOLOGY AT DIAMOND LIGHT SOURCE (FRANK VON DELFT); AI/ML SYNTHESIS MODELS FROM POSTERA (ALPHA LEE); NANOSCALE CHEMISTRY AND COVALENT FRAGMENT LIBRARIES FROM NIR LONDON; MASSIVELY DISTRIBUTED FREE ENERGY CALCULATIONS ON FOLDING@HOME (JOHN CHODERA); AN INDUSTRIAL MEDICINAL CHEMISTRY TEAM LED BY MEDCHEMICA (ED GRIFFEN); AND ANTIVIRAL ASSAYS AND VIROLOGY EXPERTISE AT MOUNT SINAI (KRIS WHITE; ADOLFO GARCIA-SASTRE). ASAP AUGMENTS THIS SEASONED ANTIVIRAL DISCOVERY TEAM WITH NEW APPROACHES TO RESISTANCE-ROBUST TARGETING (KARLA KIRKEGAARD AND MATT BOGYO, STANFORD) AND DEEP MUTATIONAL SCANNING (JESSE BLOOM, FRED HUTCH). ASAP IS SUPPORTED BY THE DRUGS FOR NEGLECTED DISEASES INITIATIVE (DNDI) (PI BEN PERRY), AND LETTERS OF SUPPORT FROM TAKEDA, PFIZER, NOVARTIS, AND GRUPO INSUD. ASAP IMPACT: ASAP WILL BECOME THE NEXUS OF A ROBUST GLOBAL ANTIVIRAL DISCOVERY COMMUNITY. OUR OPEN SCIENCE APPROACH FOCUSES ON ENSURING GLOBAL, EQUITABLE ACCESS TO THERAPEUTICS TO COMBAT FUTURE PANDEMICS. WE AIM TO PRODUCE A ROBUST ANTIVIRAL PIPELINE CONSISTING OF 3 NEW PHASE I READY CANDIDATES, 6 LEAD OPTIMIZATION CAMPAIGNS, 9 FRAGMENT-TO-LEAD CAMPAIGNS, AND 10 STRUCTURE-ENABLED RESISTANCE-ROBUST VIRAL TARGETS. OUR ASSOCIATED DATA PACKAGES WILL ACCELERATE FOLLOW-ON DEVELOPMENT AND INVESTMENT."
3/23/2025,Department of Health and Human Services,ARKANSAS DEPARTMENT OF HEALTH,32950719,22045324,,"CDC-RFA-IP19-1901 Immunization and Vaccines for Children, Supplemental Funds HHS Bridge Access Program"
3/24/2025,Department of Health and Human Services,AZ ST DEPARTMENT OF HEALTH SERVICES,86275036,21928929.77,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,AZ ST DEPARTMENT OF HEALTH SERVICES,37488567,21810861.83,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,"NEW YORK, CITY OF",61984818,21795517.21,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,ILLINOIS DEPT OF HUMAN SERVICES,50217012,20579808,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/24/2025,Department of Health and Human Services,MA ST DEPARTMENT OF PUBLIC HEALTH,374115857,20415308.12,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",61517133,20275367,,2019 Montana Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases(ELC) Application
3/23/2025,Department of Health and Human Services,"PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS",37470466,19652115,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,Washington State Department of Health,39220020,19432664.17,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,21570557,19338774,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,"PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS",19873207,19187986,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,SD ST DEPARTMENT OF HEALTH,50919542,19182231,,"Epidemiology and Laboratory Capacity for Infectious Diseases (ELC) - Building and Strengthening Epidemiology,Laboratory and Health Information Systems Capacity in State and Local Health Departments"
3/23/2025,Department of Health and Human Services,AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,32725106,19043379,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,"UNIVERSITY OF TEXAS, MEDICAL BRANCH AT GALVESTON",18849015,18849015,,"UTMB-NOVARTIS ALLIANCE FOR PANDEMIC PREPAREDNESS - OVERALL â€“ ABSTRACT PANDEMIC PREVENTION AND PREPAREDNESS IS A MAJOR SCIENTIFIC AND SOCIETAL PRIORITY THAT REQUIRES SUSTAINED AND FORWARD LOOKING INVESTMENTS ACROSS GOVERNMENTAL, NON-GOVERNMENTAL, ACADEMIC AND PRIVATE SECTORS TO DEVELOP AN ARSENAL OF COUNTERMEASURES AGAINST THE EXISTENTIAL THREAT OF VIRAL PANDEMICS. COMBINING WORLD-LEADING BSL3/4 CAPABILITIES AT UNIVERSITY OF TEXAS OF MEDICAL BRANCH (UTMB) AND STATE-OF-THE ART DRUG DISCOVERY TECHNOLOGIES AT NOVARTIS, THE UTMB NOVARTIS ALLIANCE FOR PANDEMIC PREPAREDNESS (UNAPP), IS A UNIQUE AND INNOVATIVE PARTNERSHIP THAT BRINGS TOGETHER THE MULTI-DISCIPLINARY EXPERTISE REQUIRED TO DELIVER HIGH QUALITY ANTIVIRAL DRUG CANDIDATES. ENABLED BY WORLD-LEADING VIROLOGISTS AND SEASONED DRUG HUNTERS, UNAPP WILL AGGRESSIVELY PROSECUTE A PORTFOLIO OF 5 PROJECTS AIMING TO DISCOVER ORALLY AVAILABLE, SAFE, AND EFFECTIVE DRUGS AGAINST CORONAVIRUSES, FLAVIVIRUS AND HENIPAVIRUS, THREE MAJOR CLASSES OF VIRUSES WITH PANDEMIC POTENTIAL. THE PROJECTS PORTFOLIO COMBINES APPROACHES TARGETING WELL VALIDATED DRUG TARGETS, SUCH AS THE RNA- DEPENDENT RNA POLYMERASES AND VIRAL PROTEASES, AS WELL AS PHENOTYPIC SCREENING, WHICH WILL ALLOW FOR THE DISCOVERY OF CLINICAL DRUG CANDIDATES AND NOVEL TARGETS THAT WILL ADVANCE OUR FUNDAMENTAL UNDERSTANDING OF THE BIOLOGY OF THOSE VIRUSES. FOUR SCIENTIFIC CORESâ€”VIROLOGY, HIGH-THROUGHPUT BIOLOGY, DRUG DISCOVERY AND TRANSLATIONAL RESEARCH CORESâ€”WILL PROVIDE TECHNOLOGICAL AND SCIENTIFIC EXPERTISE TO SUPPORT PROJECT TEAMS AND IMPLEMENT THE SCIENTIFIC STRATEGY TOWARD NOVEL ANTIVIRAL DRUGS. THE UNAPP WILL BE GOVERNED BY AN ADMINISTRATIVE CORE WHICH WILL BE CO-LED BY THE PIS, DR. PEI-YONG SHI AND DR. THIERRY DIAGANA, WHO HAVE A LONG TRACK-RECORD OF SUCCESSFULLY WORKING TOGETHER. BOTH PIS HAVE LED MULTIPLE PRODUCTIVE COLLABORATIONS FOCUSED ON TRANSLATIONAL IMPACT AND COMBINING PUBLIC, PRIVATE AND NON-GOVERNMENTAL ORGANIZATIONS. THE ADMINISTRATIVE CORE WILL PROVIDE INTEGRATED DECISION MAKING IN SCIENTIFIC, OPERATIONAL, FINANCIAL, INTELLECTUAL PROPERTY PROTECTION, AND COMMUNICATION. IN COLLABORATION WITH ALL PROJECT AND CORE LEADERS, AS WELL AS WITH EXTERNAL INPUT FROM A SCIENTIFIC ADVISORY BOARD AND NIH PROGRAM OFFICERS, THEY WILL ENSURE THAT THE PROJECTS PORTFOLIO LEVERAGES THE FULL SPECTRUM OF TECHNOLOGIES AND CAPABILITIES RESIDING IN ALL FOUR SCIENTIFIC CORES, CAPTURING SYNERGIES ACROSS PROJECTS THROUGH CROSS-LEARNING AND EFFICIENT DEPLOYMENT OF PLATFORMS RELEVANT TO MULTIPLE VIRUSES. BECAUSE OF THE UNIQUE COMPLEMENTARITY OF THE SCIENTIFIC CORES AND THE REMARKABLE SYNERGIES OF THE PROJECT PORTFOLIO, WE FULLY EXPECT THAT THE UNAPP WILL YIELD EXCEPTIONAL PRODUCTIVITY AND DELIVER ALL THE PROPOSED OBJECTIVES: (1) DELIVER 3 IND-READY CANDIDATES AND 3 DEVELOPMENT CANDIDATES, (2) ADVANCE ANTIVIRAL RESEARCH, AND (3) TRAIN NEXT-GENERATION DRUG HUNTERS."
